rank,id,mallName,category,title,purchaseUrl,imageField,imageSourceHint,sourcingPriority,priorityReason,imageSearchUrl,batchWeek,sourceSafetyLevel,imageReadyGate,requiredProviderFields,operatorChecklist,requestTemplate
1,d013,하이마트,가전,삼성 55형 4K UHD TV,https://www.e-himart.co.kr/app/goods/goodsDetail?goodsNo=0026982316,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,high,주간 보강 배치 상위 후보,https://search.shopping.naver.com/search/all?query=%ED%95%98%EC%9D%B4%EB%A7%88%ED%8A%B8%20%EC%82%BC%EC%84%B1%2055%ED%98%95%204K%20UHD%20TV%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,1,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"하이마트 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
23,d073,현대카드,쿠폰/이벤트,현대카드 M포인트 외식·쇼핑 할인 혜택,https://www.hyundaicard.com/cpc/cr/CPCCR0101_01.hc,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,medium,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%ED%98%84%EB%8C%80%EC%B9%B4%EB%93%9C%20%ED%98%84%EB%8C%80%EC%B9%B4%EB%93%9C%20M%ED%8F%AC%EC%9D%B8%ED%8A%B8%20%EC%99%B8%EC%8B%9D%C2%B7%EC%87%BC%ED%95%91%20%ED%95%A0%EC%9D%B8%20%ED%98%9C%ED%83%9D%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,1,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"현대카드 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
24,d074,신한카드,쿠폰/이벤트,신한카드 생활비 캐시백 이벤트 모음,https://www.shinhancard.com/pconts/html/benefit/event/MOBFM220/MOBFM220R01.html,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,medium,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%EC%8B%A0%ED%95%9C%EC%B9%B4%EB%93%9C%20%EC%8B%A0%ED%95%9C%EC%B9%B4%EB%93%9C%20%EC%83%9D%ED%99%9C%EB%B9%84%20%EC%BA%90%EC%8B%9C%EB%B0%B1%20%EC%9D%B4%EB%B2%A4%ED%8A%B8%20%EB%AA%A8%EC%9D%8C%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,1,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"신한카드 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
25,d075,롯데시네마,여행/티켓,롯데시네마 시사회·영화 할인 이벤트,https://www.lottecinema.co.kr/NLCHS/Event,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%EB%A1%AF%EB%8D%B0%EC%8B%9C%EB%84%A4%EB%A7%88%20%EB%A1%AF%EB%8D%B0%EC%8B%9C%EB%84%A4%EB%A7%88%20%EC%8B%9C%EC%82%AC%ED%9A%8C%C2%B7%EC%98%81%ED%99%94%20%ED%95%A0%EC%9D%B8%20%EC%9D%B4%EB%B2%A4%ED%8A%B8%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"롯데시네마 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
26,d076,메가MGC커피,쿠폰/이벤트,메가MGC커피 앱 쿠폰·음료 이벤트,https://www.mega-mgccoffee.com/bbs/?bbs_category=3,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%EB%A9%94%EA%B0%80MGC%EC%BB%A4%ED%94%BC%20%EB%A9%94%EA%B0%80MGC%EC%BB%A4%ED%94%BC%20%EC%95%B1%20%EC%BF%A0%ED%8F%B0%C2%B7%EC%9D%8C%EB%A3%8C%20%EC%9D%B4%EB%B2%A4%ED%8A%B8%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"메가MGC커피 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
27,d077,카카오톡 선물하기,쿠폰/이벤트,카카오톡 선물하기 첫 구매 쿠폰 이벤트,https://gift.kakao.com/page/event,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%EC%B9%B4%EC%B9%B4%EC%98%A4%ED%86%A1%20%EC%84%A0%EB%AC%BC%ED%95%98%EA%B8%B0%20%EC%B9%B4%EC%B9%B4%EC%98%A4%ED%86%A1%20%EC%84%A0%EB%AC%BC%ED%95%98%EA%B8%B0%20%EC%B2%AB%20%EA%B5%AC%EB%A7%A4%20%EC%BF%A0%ED%8F%B0%20%EC%9D%B4%EB%B2%A4%ED%8A%B8%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"카카오톡 선물하기 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
28,d078,티켓링크,여행/티켓,티켓링크 전시·공연 할인 이벤트,https://www.ticketlink.co.kr/event/main,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%ED%8B%B0%EC%BC%93%EB%A7%81%ED%81%AC%20%ED%8B%B0%EC%BC%93%EB%A7%81%ED%81%AC%20%EC%A0%84%EC%8B%9C%C2%B7%EA%B3%B5%EC%97%B0%20%ED%95%A0%EC%9D%B8%20%EC%9D%B4%EB%B2%A4%ED%8A%B8%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"티켓링크 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
29,d079,쿠팡,생활용품,탐사 고평량 종이컵 디자인 380ml 100개입,https://www.coupang.com/vp/products/8943433269,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%ED%83%90%EC%82%AC%20%EA%B3%A0%ED%8F%89%EB%9F%89%20%EC%A2%85%EC%9D%B4%EC%BB%B5%20%EB%94%94%EC%9E%90%EC%9D%B8%20380ml%20100%EA%B0%9C%EC%9E%85%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
30,d084,하이마트,가전,LG 오브제 칸 스탠드에어컨 FQ18EK1HA1M,https://www.e-himart.co.kr/app/goods/goodsDetail?goodsNo=0023645183,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%ED%95%98%EC%9D%B4%EB%A7%88%ED%8A%B8%20LG%20%EC%98%A4%EB%B8%8C%EC%A0%9C%20%EC%B9%B8%20%EC%8A%A4%ED%83%A0%EB%93%9C%EC%97%90%EC%96%B4%EC%BB%A8%20FQ18EK1HA1M%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"하이마트 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
31,d085,쿠팡,육아,하기스 2024 매직컴포트 팬티형 기저귀 5단계 84매,https://www.coupang.com/vp/products/7956680597?categoryId=502159&itemId=24502713557&sourceType=CATEGORY&vendorItemId=89031970736,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%ED%95%98%EA%B8%B0%EC%8A%A4%202024%20%EB%A7%A4%EC%A7%81%EC%BB%B4%ED%8F%AC%ED%8A%B8%20%ED%8C%AC%ED%8B%B0%ED%98%95%20%EA%B8%B0%EC%A0%80%EA%B7%80%205%EB%8B%A8%EA%B3%84%2084%EB%A7%A4%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
32,d088,쿠팡,전자기기,샤오미 미밴드 9 스마트밴드,https://www.coupang.com/vp/products/8263119298,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%EC%83%A4%EC%98%A4%EB%AF%B8%20%EB%AF%B8%EB%B0%B4%EB%93%9C%209%20%EC%8A%A4%EB%A7%88%ED%8A%B8%EB%B0%B4%EB%93%9C%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
33,d091,쿠팡,식품,탐사수 1L 12개입 생수,https://www.coupang.com/vp/products/27613130,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%ED%83%90%EC%82%AC%EC%88%98%201L%2012%EA%B0%9C%EC%9E%85%20%EC%83%9D%EC%88%98%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
34,d100,쿠팡,생활용품,트리오 항균 주방세제 3kg 2개,https://www.coupang.com/vp/products/6499690442?itemId=18173261121&vendorItemId=85322534161,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%ED%8A%B8%EB%A6%AC%EC%98%A4%20%ED%95%AD%EA%B7%A0%20%EC%A3%BC%EB%B0%A9%EC%84%B8%EC%A0%9C%203kg%202%EA%B0%9C%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
35,d104,쿠팡,생활용품,습기타파 대용량 제습제 280g 24개,https://www.coupang.com/vp/products/8874782036?itemId=25896029282&vendorItemId=92904466881,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%EC%8A%B5%EA%B8%B0%ED%83%80%ED%8C%8C%20%EB%8C%80%EC%9A%A9%EB%9F%89%20%EC%A0%9C%EC%8A%B5%EC%A0%9C%20280g%2024%EA%B0%9C%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
36,d105,쿠팡,기타,모나미 153 볼펜 0.5mm 블랙 12자루,https://www.coupang.com/vp/products/6133165754,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%EB%AA%A8%EB%82%98%EB%AF%B8%20153%20%EB%B3%BC%ED%8E%9C%200.5mm%20%EB%B8%94%EB%9E%99%2012%EC%9E%90%EB%A3%A8%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
37,d110,쿠팡,기타,모나미 153 볼펜 1.0mm Red 60개,https://www.coupang.com/vp/products/9358422?itemId=19687297735&vendorItemId=90791761130,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%EB%AA%A8%EB%82%98%EB%AF%B8%20153%20%EB%B3%BC%ED%8E%9C%201.0mm%20Red%2060%EA%B0%9C%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
38,d113,쿠팡,기타,코멧 자동 장우산 2개 세트,https://www.coupang.com/vp/products/186524064,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%EC%BD%94%EB%A9%A7%20%EC%9E%90%EB%8F%99%20%EC%9E%A5%EC%9A%B0%EC%82%B0%202%EA%B0%9C%20%EC%84%B8%ED%8A%B8%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
39,d115,BHC,쿠폰/이벤트,BHC 앱 치킨 첫 주문 5천원 할인 쿠폰,https://www.bhc.co.kr/eCoupon/purchase,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=BHC%20BHC%20%EC%95%B1%20%EC%B9%98%ED%82%A8%20%EC%B2%AB%20%EC%A3%BC%EB%AC%B8%205%EC%B2%9C%EC%9B%90%20%ED%95%A0%EC%9D%B8%20%EC%BF%A0%ED%8F%B0%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"BHC 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
40,d116,무신사,쿠폰/이벤트,무신사 온라인 할인 쿠폰 2026,https://www.musinsa.com/coupon-service/coupon/coupon_online,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%EB%AC%B4%EC%8B%A0%EC%82%AC%20%EB%AC%B4%EC%8B%A0%EC%82%AC%20%EC%98%A8%EB%9D%BC%EC%9D%B8%20%ED%95%A0%EC%9D%B8%20%EC%BF%A0%ED%8F%B0%202026%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"무신사 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
41,d117,메가MGC커피,쿠폰/이벤트,메가MGC커피 앱 가입 쿠폰 공식 소식,https://www.mega-mgccoffee.com/bbs/?bbs_category=2,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,60% 출시 이미지 목표 달성을 위한 fallback 보강 후보,https://search.shopping.naver.com/search/all?query=%EB%A9%94%EA%B0%80MGC%EC%BB%A4%ED%94%BC%20%EB%A9%94%EA%B0%80MGC%EC%BB%A4%ED%94%BC%20%EC%95%B1%20%EA%B0%80%EC%9E%85%20%EC%BF%A0%ED%8F%B0%20%EA%B3%B5%EC%8B%9D%20%EC%86%8C%EC%8B%9D%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"메가MGC커피 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
42,d121,쿠팡,생활용품,코멧 홈 물걸레 청소포 대형 리필 30매 10개,https://www.coupang.com/vp/products/4739246363,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%EC%BD%94%EB%A9%A7%20%ED%99%88%20%EB%AC%BC%EA%B1%B8%EB%A0%88%20%EC%B2%AD%EC%86%8C%ED%8F%AC%20%EB%8C%80%ED%98%95%20%EB%A6%AC%ED%95%84%2030%EB%A7%A4%2010%EA%B0%9C%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
43,d126,쿠팡,생활용품,코멧 깨끗한 천연펄프 키친타월 150매 16개,https://www.coupang.com/vp/products/169280610?itemId=18366710784&vendorItemId=85510322367,imageUrl,판매처 상세 페이지 또는 공식 제휴 피드 대표 이미지,low,재방문 빈도가 높은 생활형 카테고리,https://search.shopping.naver.com/search/all?query=%EC%BF%A0%ED%8C%A1%20%EC%BD%94%EB%A9%A7%20%EA%B9%A8%EB%81%97%ED%95%9C%20%EC%B2%9C%EC%97%B0%ED%8E%84%ED%94%84%20%ED%82%A4%EC%B9%9C%ED%83%80%EC%9B%94%20150%EB%A7%A4%2016%EA%B0%9C%20%EC%83%81%ED%92%88%20%EC%9D%B4%EB%AF%B8%EC%A7%80,2,official_or_partner_only,"productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 동시 확보",productUrl | imageUrl | thumbnail | imageRights | priceCheckedAt,판매처 또는 승인 제휴 피드 이미지 | 상품명과 옵션이 현재 노출 상품과 일치 | 검색 결과 썸네일/커뮤니티/블로그 이미지 사용 금지 | 가격 기준 시각과 이미지 갱신 시각 기록,"쿠팡 이미지 보강 요청: productUrl, imageUrl/thumbnail, imageRights, priceCheckedAt 필드를 공식/제휴 피드로 제공하고 검색 결과 썸네일은 제외"
